,Class Index,Description
2557,1,NEW YORK - U.S. stocks are seen off a touch at the open Wednesday as the price of oil continues to plague investor sentiment...
2558,1,"RAMALLAH, West Bank - Yasser Arafat acknowledged Wednesday that the Palestinian Authority had made mistakes, but the rare admission appeared to be aimed more at deflecting criticism about his corrupt government than making real changes.    In a decade at the helm of the Palestinian Authority, Arafat has resisted attempts to get him to fight official corruption, reform the security services and relinquish some of his near-absolute powers..."
2559,3,"NEW YORK (Reuters) - Google Inc., the world #39;s most popular Web search engine, slashed the price of its share offering Wednesday, as what had been touted as the hottest dot-com listing in years fell prey to worry about a slump in ..."
2560,3,News of an RCMP criminal investigation of Nortel Networks and its financial accounting practices sent the company #39;s shares down slightly on Tuesday.
2561,3,"The palm trees that narrowly missed Leo Berard #39;s pondside condominium in Naples, Fla., when they toppled Friday spared him from major repairs on his second home."
2562,3,"GALESBURG - Knox County State #39;s Attorney Paul Mangieri, discussing a lawsuit he plans to file against Maytag Corp., said Tuesday he was shocked when the company announced in October 2002 it was closing the Galesburg Refrigeration Products ..."
2563,4,"The majority of viruses intercepted by MessageLabs since January have the potential for spam distribution, according to a report by the e-mail security firm. It suggests that the virus authors are now making money by collaborating with spammers. "
2564,4,"Microsoft has unveiled Host Integration Server (HIS) 2004, claiming that the legacy integration application will lower the cost of integrating existing IBM mainframe and midrange systems with Windows."
2565,4,"A tenth of the world #39;s irrigated crops - everything from lettuce and tomatoes to mangoes and coconuts - are watered by sewage. And much of that sewage is raw and untreated, gushing direct from sewer pipes into fields at the fringes of the developing ..."
2566,4,Car giant Ford is reportedly abandoning a \$200m web-based purchasing project because it can #39;t get the software to work properly.
2567,2,Two of Greeks most adored athletes have pulled themselves out of their host country #39;s Olympics. Sprinters Kostas Kenteris and Katerina Thanou missed an International Olympic Committee mandatory drug test last week. Thanou and Kenteris were then involved ...
2568,2,"ATHENS, Greece -- The American women #39;s gymnasts were in contention for the team gold medal Tuesday night, needing a big finish to beat the Romanians. Courtney Kupets, who had to be replaced on the balance beam because of a pulled hamstring, decided to ..."
2569,2,"With 17 days to go before their World Cup qualifying campaign begins, England are back in action with plenty to prove after the disappointment of Euro 2004 elimination."
2570,2,"Athens, Greece (Sports Network) - American Rebecca Giddens captured the silver medal today in the Women #39;s K1 kayak singles competition at the Summer Olympics in Athens."
2571,1,"ROME (Reuters) - A bomb has been defused overnight near the Sardinian holiday villa of Prime Minister Silvio Berlusconi hours after a visit by Tony Blair, Italian police say. "
2572,1,"MARK COLVIN: The Foreign Minister, Alexander Downer, has met North Korea #39;s Foreign Minister and the President of the Supreme Peoples #39; Assembly in Pyongyang. As one of the few Western nations with diplomatic relations with the isolated totalitarian state, ..."
2573,1,"Nepal #39;s capital, Kathmandu, has been paralyzed by Maoist rebels, who have imposed a virtual blockade of the city."
2574,1,"Pakistan has announced bounties and published photographs of six wanted terrorist suspects, including a senior al-Qaida operative accused of masterminding two attempts to assassinate President Pervez Musharraf. "
2575,4,Microsoft is making its important security update for Windows XP available on auto-update servers today.
2576,4,"BioVeris Corp. stands to lose most or all of its \$41.2 million investment in a joint venture with its chief executive's son if he doesn't raise money to keep it operating, the company said yesterday in its quarterly filing with the Securities and Exchange Commission."
2577,1,"AP - Three Georgian peacekeepers were killed in overnight shooting in South Ossetia, officials said Wednesday, while Russia scoffed at Georgia's appeal for foreign mediation in the breakaway region where daily exchanges of gunfire have stoked fears of war."
2578,1,"At the National Underground Railroad Freedom Center in Cincinnati, slavery's evil becomes palpable; so does a sense of progressive enlightenment."
2579,3,"Reuters - Brookstone Inc. (BKST.O), a retailer\specializing in gadgets and personal electronics, on Wednesday\posted a narrower quarterly loss on strong Father's Day sales\and raised its profit forecast for the full year."
2580,3," APPLIED MATERIALS INC. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMAT.O target=/stocks/quickinfo/fullquote""&gt;AMAT.O&lt;/A&gt;:"
2581,2,"AP - Two U.S. men advanced to the final of the shot put Wednesday, hoping to make even more history at the ancient site that gave birth to the Olympics 2,780 years ago."
2582,1,Police in Ireland question two men arrested in Dublin in connection with the murder of the daughter of Malawi's chief justice.
2583,1,The US and rights groups condemn the acquittal in Haiti of an ex-paramilitary leader accused of murder.
2584,3,"AFP - The Bank of England's nine-member monetary policy committee voted unanimously to raise interest rates by 25 basis points to 4.75 percent earlier this month, official records showed."
2585,3,"Reuters - Clothing retailer Talbots Inc. (TLB.N)\on Wednesday posted a slight increase in quarterly profit,\meeting its lowered forecast, as it sold more merchandise at\full price and recorded a tax benefit."
2586,3,Air France becomes the latest major airline to raise ticket prices in response to higher fuel costs.
2587,4,"BT is lifting distance limits on broadband enabled exchanges, so that 1m more can get high-speed net."
2588,3,"The search-engine giant, which was expected to go public as early as Wednesday, instead has slashed the deal #39;s expected price range and cut the number of shares being sold by existing shareholder in half. The new parameters suggest a newly public Google ..."
2589,3,"WASHINGTON - The US army said it had suspended its decision to partially withhold payments to Halliburton, the biggest US contractor in Iraq. "
2590,3,BOSTON A published report reveals that Bank of America plans to lay off hundreds of tellers and other branch employees at Fleet banks today. 
2591,3,"Applied Materials, the world #39;s largest manufacturer of chip-making tools, said on Tuesday that its third-quarter revenue doubled, leading to \$441 million in profit."
2592,4,"quot;DRC quot; was developed in 1997 as a technology that changed a standard television signal format to a high-definition signal format, based on the concept of establishing a higher definition signal format from scratch. The foundation of this technology was ..."
2593,2,"Aug. 18 (Bloomberg) -- Olympia, home of the Olympics for more than 12 centuries, hosted a track and field event for the first time in 1,611 years when the shot-putters of the Athens Games arrived at Greece #39;s most sacred sporting site."
2594,2,"Longtime Warriors center Erick Dampier could be on the verge of finding a new home, 2 1/2 months after becoming a free agent."
2595,2,LOS ANGELES (Ticker) -- Wilson Alvarez continues to pitch his best when the Los Angeles Dodgers need it most. 
2596,1,"afrol News, 18 August - The governments of Rwanda and Burundi may again send troops into Congo Kinshasa (DRC) if Kinshasa does not finally take action against the militias still slaughtering Tutsis. Both claim Friday #39;s massacre was masterminded by ..."
2597,1,A British soldier killed after clashes with militia forces in the southern Iraqi city of Basra was today named as Lance Corporal Paul David Trevor Thomas. 
2598,3,"AFP - Japanese supermarket chain Seiyu, controlled by US retail giant Wal-Mart, said it incurred a net loss in the first half to June on the back of slow sales and early retirement costs."
